,School,CDS_CODE,ncesId,Latitude,Longitude,public_schools_in_range_gs_weight,public_schools_in_range_ps_weight,public_schools_in_range_total,neighborhood_GS_score,neighborhood_PS_score
558,Resolute Academy Charter,19647330131870,062271013901,33.933775,-118.25293,185891,195482,55458.0,3.351923978506257,3.5248656641061706
559,Libertas College Preparatory Charter,19647330131904,062271013902,34.015139,-118.32260,53828,71626,21373.0,2.5185046554063537,3.351237542694053
560,University Preparatory Value High,19647330132027,062271012699,34.046778,-118.28094,34102,40748,11682.0,2.919191919191919,3.4881013525081324
561,Alliance Marine - Innovation and Technology 6-12 Complex,19647330132084,062271013857,34.237261,-118.39327,74397,78217,20411.0,3.6449463524570085,3.8321003380530105
562,Bert Corona Charter High,19647330132126,062271013897,34.271263,-118.40446,67306,65301,17986.0,3.7421327699321694,3.6306571778049594
563,Ednovate - East College Prep,19647330132282,062271013898,34.053722,-118.25499,60054,58188,14514.0,4.137660190161224,4.009094667217859
564,City High,19647330132332,062271013899,34.055405,-118.33298,53314,42691,11269.0,4.731032034785695,3.7883574407667053
565,PUC Triumph Charter Academy and PUC Triumph Charter High,19647330133272,062271012812,34.314190,-118.45976,44335,41769,11097.0,3.9952239343966838,3.763990267639903
566,PUC Nueva Esperanza Charter Academy,19647330133280,062271013947,34.287618,-118.43854,103918,93935,26181.0,3.9692143157251443,3.5879072609907947
567,PUC CALS Middle School and Early College High,19647330133298,062271010890,34.137233,-118.18736,100416,54202,13659.0,7.3516362837689435,3.968226078043781
568,Equitas Academy 4,19647330133686,062271013970,34.062426,-118.28587,8896,11324,2831.0,3.142352525609325,4.0
569,Valor Academy Elementary,19647330133694,062271013966,34.258472,-118.50573,123937,89753,23825.0,5.201972717733473,3.7671773347324238
570,New Los Angeles Charter Elementary,19647330133702,062271013972,34.022506,-118.36529,134563,92949,24779.0,5.430525848500746,3.751119899915251
571,Girls Athletic Leadership School Los Angeles,19647330133710,062271013973,34.216444,-118.44914,152624,159272,41595.0,3.6692871739391753,3.829114076211083
572,Rise Kohyang High,19647330133868,062271013974,34.062413,-118.28215,8896,11324,2831.0,3.142352525609325,4.0
573,California Collegiate Charter,19647330133884,062271013967,33.996591,-118.30942,74897,119576,34712.0,2.157668817699931,3.4448029499884765
574,Animo Florence-Firestone Charter Middle,19647330134023,062271014036,33.977536,-118.27591,127675,183025,51879.0,2.4610150542608764,3.5279207386418396
575,The City,19647330134148,062271013899,34.022002,-118.37113,136934,95003,25152.0,5.444258905852418,3.7771548982188294
576,Arts in Action Community Middle,19647330134205,062271014061,34.026752,-118.22002,135934,145393,37723.0,3.6034779842536384,3.854226864247276
577,PUC International Preparatory Academy,19647330135129,062271014063,34.139013,-118.20657,81241,48131,11895.0,6.829844472467423,4.0463219840269025
578,Gabriella Charter 2,19647330135509,062271014109,34.012100,-118.26936,88851,125359,36509.0,2.4336738886302007,3.4336464981237502
579,KIPP Corazon Academy,19647330135517,062271014108,33.950932,-118.21812,289935,271013,78748.0,3.6818077919439225,3.4415223243764923
580,Crete Academy,19647330135616,062271014100,33.984498,-118.33126,58198,92197,26802.0,2.1714051190209687,3.439929855980897
581,WISH Academy High,19647330135632,062271014098,33.957763,-118.42888,92844,60521,14097.0,6.586082145137263,4.293182946726254
582,Ednovate - Esperanza College Prep,19647330135715,062271014117,34.038931,-118.17147,217384,187660,48072.0,4.522050257946414,3.9037277417207523
583,Ednovate - Brio College Prep,19647330135723,062271014104,34.048625,-118.25745,49192,61197,15437.0,3.1866295264623954,3.964306536244089
584,WISH Community,19647330135921,062271014196,33.967790,-118.40387,102788,72620,18849.0,5.453233593294074,3.8527242824553025
585,STEM Preparatory Elementary,19647330136986,062271014315,34.024325,-118.29966,60810,91159,27736.0,2.192457456013845,3.2866671473896742
586,Los Feliz Charter Middle School for the Arts,19647330137463,062271014296,34.110781,-118.24536,41387,24980,6245.0,6.627221777421938,4.0
587,High Tech LA Middle,19647330137471,062271014225,34.169504,-118.45123,82890,75755,19542.0,4.241633404973903,3.8765223620919045
588,Learning by Design Charter,19647330137513,062271014271,33.975705,-118.31802,83827,127775,37322.0,2.246047907400461,3.423583945126199
589,Vox Collegiate of Los Angeles,19647330137521,062271014221,33.959629,-118.29418,101604,149442,43616.0,2.329512105649303,3.426311445341159
590,Excelencia Charter Academy,19647330137554,062271014214,34.029607,-118.21028,150191,155233,38922.0,3.8587688196906633,3.988309953239813
591,Matrix for Success Academy,19647330137562,062271014253,34.012475,-118.25769,104309,137139,38810.0,2.6876835867044577,3.53359958773512
592,Stella Elementary Charter Academy,19647330137604,062271014281,34.031560,-118.35235,89759,71605,19855.0,4.52072525812138,3.606396373709393
593,Valley International Preparatory High,19647330137612,062271014248,34.253424,-118.58606,19444,14773,4269.0,4.554696650269384,3.4605293979854768
594,TEACH Preparatory Mildred S. Cunningham & Edith H. Morris Elementary,19647330138305,062271014313,33.960687,-118.30939,92284,130811,38736.0,2.3823833126807106,3.376987814952499
595,Birmingham Community Charter High,19647331931047,062271002857,34.188953,-118.50490,123785,90616,24476.0,5.057403170452688,3.7022389279294003
596,Chatsworth Charter High,19647331931708,062271002916,34.252319,-118.58425,19444,14773,4269.0,4.554696650269384,3.4605293979854768
597,Grover Cleveland Charter High,19647331931864,062271002923,34.218186,-118.54910,93697,73182,19938.0,4.6994181964088675,3.6704784832982247
598,El Camino Real Charter High,19647331932623,062271002977,34.169285,-118.64335,40860,22017,5980.0,6.832775919732441,3.681772575250836
599,Granada Hills Charter,19647331933746,062271003050,34.261787,-118.52343,100642,66220,17053.0,5.901718172755527,3.8831877089075237
600,Alain Leroy Locke 3 College Preparatory Academy,19647331935154,062271003140,33.934867,-118.26893,135778,152889,44267.0,3.067250999615967,3.4537917636162376
601,Reseda Charter High,19647331937226,062271003301,34.190181,-118.53052,94489,68561,18379.0,5.141139343816312,3.7303988247456337
602,Sylmar Charter High,19647331938554,062271003385,34.307294,-118.44280,56700,53550,14751.0,3.8438071995118976,3.63026235509457
603,Taft Charter High,19647331938612,062271003387,34.169390,-118.57103,65983,51152,13432.0,4.9123734365693865,3.808219178082192
604,University High School Charter,19647331938885,062271003413,34.045716,-118.46133,134372,71180,17170.0,7.825975538730344,4.145602795573675
605,Palisades Charter High,19647331995836,062271004593,34.044632,-118.53330,23124,10632,2658.0,8.699774266365688,4.0
606,Los Angeles Leadership Academy,19647331996610,062271010517,34.083354,-118.21081,80445,78139,19083.0,4.215532149033171,4.094691610333805
607,Community Harvest Charter,19647331996636,062271010518,34.166842,-118.46591,86497,73658,19360.0,4.467820247933885,3.8046487603305783
608,Beckford Charter for Enriched Studies,19647336015986,062271002842,34.268005,-118.54978,52808,30530,8015.0,6.588646288209607,3.8091079226450404
609,Calabash Charter Academy,19647336016240,062271002884,34.157826,-118.62951,43713,25821,6931.0,6.30688212379166,3.7254364449574378
610,Calvert Charter for Enriched Studies,19647336016265,062271002886,34.182288,-118.56425,80733,67239,17452.0,4.6260027504011,3.8527962411184964
611,Canyon Charter Elementary,19647336016323,062271002894,34.031257,-118.51229,81530,42288,10185.0,8.004909180166912,4.1519882179676
612,Carpenter Community Charter,19647336016356,062271002898,34.141481,-118.39170,66853,42829,11216.0,5.960502853067047,3.8185627674750355
613,Colfax Charter Elementary,19647336016562,062271002929,34.161207,-118.38841,122578,86243,22505.0,5.446700733170407,3.832170628749167
614,Dearborn Elementary Charter Academy,19647336016729,062271002951,34.238678,-118.50834,125770,102509,27702.0,4.540105407551802,3.7004187423290738
615,Dixie Canyon Community Charter,19647336016778,062271002959,34.147085,-118.42480,67644,44052,11442.0,5.911903513371788,3.850026219192449
616,El Oro Way Charter For Enriched Studies,19647336016869,062271002979,34.293282,-118.50511,63591,43872,11402.0,5.577179442203122,3.8477460094720226
617,Encino Charter Elementary,19647336016935,062271002990,34.161765,-118.50207,83471,56756,15394.0,5.4223073924905805,3.68689099649214
618,Fenton Avenue Charter,19647336017016,062271003000,34.280736,-118.39092,43025,44437,12499.0,3.4422753820305623,3.5552444195535644
619,Hamlin Charter Academy,19647336017438,062271003065,34.189061,-118.61979,22107,28635,7342.0,3.0110324162353583,3.900163443203487
620,Haynes Charter For Enriched Studies,19647336017529,062271007521,34.190529,-118.64894,15626,16510,3844.0,4.065036420395422,4.295005202913631
621,Justice Street Academy Charter,19647336017693,062271003111,34.216099,-118.63547,14490,18641,4487.0,3.2293291731669265,4.154446177847114
622,Kenter Canyon Elementary Charter,19647336017701,062271003113,34.070178,-118.48852,37085,21235,5037.0,7.36251737145126,4.215803057375422
623,Knollwood Preparatory Academy,19647336017743,062271003119,34.284892,-118.49380,91677,59444,15588.0,5.881254811393379,3.813446240697973
624,Lockhurst Drive Charter Elementary,19647336017891,062271003141,34.182935,-118.64774,15626,16510,3844.0,4.065036420395422,4.295005202913631
625,Marquez Charter,19647336018063,062271003170,34.045794,-118.54734,6384,3192,798.0,8.0,4.0
626,Montague Charter Academy,19647336018204,062271003194,34.244465,-118.41501,105493,111279,30339.0,3.4771416328817693,3.667853258182537
627,Nestle Avenue Charter,19647336018287,062271003210,34.162196,-118.53079,76485,46348,12612.0,6.064462416745957,3.6749127814779574
628,Palisades Charter Elementary,19647336018634,062271003260,34.044808,-118.52762,23124,10632,2658.0,8.699774266365688,4.0
629,Pacoima Charter Elementary,19647336018642,062271003261,34.270632,-118.41638,79331,75873,20599.0,3.8512063692412255,3.6833341424340986
630,Plainview Academic Charter Academy,19647336018725,062271003281,34.265498,-118.29798,25335,18078,4453.0,5.68942286099259,4.0597350101055465
631,Pomelo Community Charter,19647336018774,062271003286,34.209319,-118.64214,12045,15381,3672.0,3.2802287581699345,4.188725490196078
632,Riverside Drive Charter,19647336018923,062271003311,34.157680,-118.41753,117035,89366,22686.0,5.158908577977607,3.939257691968615
633,Santa Monica Boulevard Community Charter,19647336019079,062271003333,34.089366,-118.31566,6310,3776,944.0,6.684322033898305,4.0
634,Serrania Avenue Charter For Enriched Studies,19647336019111,062271003343,34.161207,-118.58831,55624,37093,9749.0,5.705610831880193,3.8048004923581904
635,Sherman Oaks Elementary Charter,19647336019186,062271003351,34.149449,-118.45527,40542,35732,8240.0,4.920145631067961,4.336407766990291
636,Superior Street Elementary,19647336019392,062271003381,34.247720,-118.57533,27260,20445,5955.0,4.577665827036104,3.433249370277078
637,Topanga Elementary Charter,19647336019525,062271003401,34.091819,-118.60371,0,0,0.0,NA,NA
638,Topeka Charter School For Advanced Studies,19647336019533,062271003402,34.248427,-118.54576,69028,48797,12671.0,5.447715255307394,3.851077263041591
639,Van Gogh Charter,19647336019673,062271003419,34.305700,-118.50534,32243,24450,6149.0,5.243616848268011,3.9762563018376973
640,Vaughn Next Century Learning Center,19647336019715,062271003426,34.279674,-118.42094,76061,74375,20479.0,3.7140973680355485,3.631769129352019
641,Welby Way Charter Elementary School And Gifted-High Ability Magnet,19647336019855,062271003448,34.192177,-118.63795,14490,18641,4487.0,3.2293291731669265,4.154446177847114
642,Westwood Charter Elementary,19647336019939,062271003459,34.047586,-118.43078,141146,74942,19026.0,7.418585094081783,3.938925680647535
643,Wilbur Charter For Enriched Academics,19647336019954,062271003462,34.165336,-118.54423,70457,47021,12630.0,5.578543151227237,3.7229612034837687
644,Woodlake Elementary Community Charter,19647336020036,062271003472,34.175591,-118.63276,49617,35288,9120.0,5.44046052631579,3.869298245614035
645,Woodland Hills Elementary Charter For Enriched Studies,19647336020044,062271003473,34.158723,-118.60992,41254,26629,7133.0,5.7835412869760265,3.7332118323286134
646,Emerson Community Charter,19647336057988,062271002987,34.053268,-118.43598,138813,70741,18250.0,7.606191780821918,3.876219178082192
647,Robert A. Millikan Affiliated Charter & Performing Arts Magnet Middle,19647336058150,062271003187,34.162385,-118.42693,114522,91318,23289.0,4.91742882906093,3.9210786208081068
648,Paul Revere Charter Middle,19647336058267,062271003302,34.054782,-118.49585,47375,26163,6269.0,7.557026639017387,4.173392885627692
649,George Ellery Hale Charter Academy,19647336061477,062271003062,34.177799,-118.64530,27769,19863,4788.0,5.799707602339181,4.148496240601504
650,Alfred B. Nobel Charter Middle,19647336061543,062271003225,34.250954,-118.55350,61052,44513,11600.0,5.263103448275862,3.8373275862068965
651,Castlebay Lane Charter,19647336071435,062271002905,34.293419,-118.54749,13400,6700,1675.0,8.0,4.0
652,Community Magnet Charter Elementary,19647336094726,062271002935,34.081830,-118.46224,33567,18639,4513.0,7.437846222025261,4.130068690449812
653,Open Charter Magnet,19647336097927,062271003252,33.968507,-118.37780,98833,81553,21142.0,4.674723299593227,3.8573928672784032
654,Accelerated,19647336112536,062271003245,34.010434,-118.27393,90754,129165,37601.0,2.41360602111646,3.435148001382942
655,Watts Learning Center,19647336114912,062271007522,33.950044,-118.27849,126779,166768,47512.0,2.668357467587136,3.5100185216366393
656,PUC Community Charter Middle and PUC Community Charter Early College High,19647336116750,062271008027,34.280097,-118.38238,21646,21883,6112.0,3.541557591623037,3.580333769633508
657,ICEF View Park Preparatory Accelerated Elementary,19647336117048,062271008030,33.994362,-118.33135,61443,90487,26377.0,2.3294157788982828,3.430526595139705
658,Camino Nuevo Charter Academy,19647336117667,062271008508,34.055523,-118.27358,19114,23701,6038.0,3.165617754223253,3.925306392845313
659,PUC CALS Charter Middle,19647336118194,062271008511,34.137323,-118.18784,92886,51190,12906.0,7.197117619711762,3.966372229970556
660,Multicultural Learning Center,19647336119044,062271008721,34.206694,-118.58841,40508,48111,12321.0,3.2877201525850173,3.9047966885804724
661,CHIME Institute's Schwarzenegger Community,19647336119531,062271008724,34.165765,-118.56288,62974,45236,11885.0,5.298611695414388,3.8061421960454354
662,Downtown Value,19647336119903,062271010522,34.037592,-118.27922,46606,61010,17594.0,2.648971240195521,3.467659429350915
663,Xinaxcalmecac Academia Semillas del Pueblo,19647336119929,062271010523,34.085252,-118.18123,155403,103745,26438.0,5.878016491413874,3.9240865420984945
664,Puente Charter,19647336120471,062271010525,34.041422,-118.21957,131434,139385,34725.0,3.784996400287977,4.013966882649388
665,Para Los Niños Charter,19647336120489,062271010526,34.035154,-118.23695,100024,115839,29588.0,3.380559686359335,3.915066919021225
666,ICEF View Park Preparatory Accelerated Middle,19647336121081,062271010530,33.994362,-118.33135,61443,90487,26377.0,2.3294157788982828,3.430526595139705
667,Kaplan Academy of Southern California,19647740118562,062316012320,33.903324,-118.38646,258851,157896,38237.0,6.769647200355676,4.129403457384209
668,Antelope Valley Learning Academy,19648570112714,062958012022,34.558590,-118.04359,37092,38511,10445.0,3.5511728099569173,3.687027285782671
